hercules_exercise_id,alternative_type,hercules_alternative_exercise_id
5fe1cf143e59ac0008e96ebd,SCALE_UP,5fa96e46fbc7f90008490108
5fe1cf18053901000829e2ae,SAME_LEVEL,5fa2b2ea5ed0de000845ab0a
5fe1cf18053901000829e2ae,SCALE_DOWN,5fa2b2e75ed0de000845ab05
5fe1cf1c34944e0008c465b8,SAME_LEVEL,5fa2b2c85ed0de000845aab6
5fe1cf1c34944e0008c465b8,SCALE_DOWN,5fa2b2b35ed0de000845aa82
5fe1cf1c34944e0008c465b8,SCALE_UP,5fe435768d8324000831e63f
5fe1cf1f5d5d0e0008ea52e2,SAME_LEVEL,5fa2b2bf5ed0de000845aa9b
5fe1cf1f5d5d0e0008ea52e2,SCALE_UP,5fa2b2e45ed0de000845aaff
5fe1cf1f5d5d0e0008ea52e2,SCALE_UP,5fa2b3095ed0de000845ab51
5fe1cf2249bd260008b45a81,SAME_LEVEL,5fa96baffbc7f9000848febb
5fe1cf2249bd260008b45a81,SCALE_DOWN,5fe1cf1f5d5d0e0008ea52e2
5fe1cf2249bd260008b45a81,SCALE_UP,5fc74a667fdbe600083487f5
5fe1cf24c1dab40008a2643e,SAME_LEVEL,5fa2b2fc5ed0de000845ab39
5fe1cf24c1dab40008a2643e,SCALE_UP,5fa2b30a5ed0de000845ab53
5fe430a88d8324000831e63e,SAME_LEVEL,5fa96b80fbc7f9000848fe86
5fe430a88d8324000831e63e,SCALE_DOWN,5fa2b2b35ed0de000845aa82
5fe435768d8324000831e63f,SCALE_DOWN,5fa2b2b25ed0de000845aa80
5fe435788e933e00085860ef,SCALE_DOWN,5fa2b2df5ed0de000845aaee
60261ecdd9b6b7000876c28e,SAME_LEVEL,60261f939446930008259579
602621587d678600085608e2,SAME_LEVEL,60261ecdd9b6b7000876c28e
602621587d678600085608e2,SAME_LEVEL,60261f939446930008259579
604b53bb148bfd0008fccdee,SCALE_UP,5fbbaabf0dd22200086aecf3
